,link,summary,templates,related_status,related_timestep,source
8,https://drive.google.com/file/d/1WzITmegD8ChvwwbQ7MlznW59Kf28Gl_B/view?usp=sharing,"Risk of physical damage and lost connection! The drone is flying backwards at an altitude of 3m. It's also 4882m away from the remote control. [SEP]
(0:00) Risk of physical damage! There's a fence in the drone's flight path at a distance of 5m. [SEP]
(0:01) Risk of physical damage! Now the fence is in the drone's flight path at a distance of .8m. [SEP]","The drone has only 0% battery and is 4882m away from the remote control.The flying drone is runing out of battery with only 0% charge.(0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.8m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a fence in the drone's flight path at a distance of 5.0m. (0:01) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.8m.","{""Distance_from_remote_control (m)"": 4882, ""Battery_level"": 0}{""Battery_level"": 0}","{""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}{""time_stamp"": ""0:00"", ""name"": ""fence"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}","{""Distance_from_remote_control (m)"": 4882, ""Battery_level"": 0}{""Battery_level"": 0}{""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}{""time_stamp"": ""0:00"", ""name"": ""fence"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}"
2,"https://drive.google.com/file/d/1hnBCJAgknLTb9IcqF8IkgDMinnG5rkxu/view?usp=sharing
","Risk of physical damage! The drone's battery is low and its altitude is 7m. [SEP]
(0:00) Risk of physical damage! The drone is flying toward cargo in its path from a 5m distance. [SEP]
(0:01) Risk of physical damage! Now there's a storehouse in 1.5m in the flight path. The drone is now flying 1m from the cargo. [SEP]
(0:02) Risk of physical damage! The drone is flying near the storehouse with a .5m distance. [SEP]
(0:03) Risk of physical damage! There is more cargo in the drone's path in 1m. [SEP]","The flying drone is runing out of battery with only 20% charge.(0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to storehouse at a distance of 1.5m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to cargo 2 at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a cargo 1 in the drone's flight path at a distance of 5.0m. (0:01) The drone is facing the risk of physical damage. There is a storehouse in the drone's flight path at a distance of 1.5m. (0:03) The drone is facing the risk of physical damage. There is a cargo 2 in the drone's flight path at a distance of 1.0m.","{""Battery_level"": 20}","{""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 1.5} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:03"", ""name"": ""cargo 2"", ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""cargo 1"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 1.5} {""time_stamp"": ""0:03"", ""name"": ""cargo 2"", ""Distance"": 1.0}","{""Battery_level"": 20}{""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 1.5} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:03"", ""name"": ""cargo 2"", ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""cargo 1"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 1.5} {""time_stamp"": ""0:03"", ""name"": ""cargo 2"", ""Distance"": 1.0}"
12,https://drive.google.com/file/d/1H521TMLBUvi97vc2IZC6nQ1K-NZosQmQ/view?usp=sharing,"Risk of physical damage! The drone has low battery. It's flying at an altitude of 5m. [SEP]
(0:00) Risk of physical damage! There's a storehouse in the drone's flight path at a distance of 6m. There's also another storehouse only .5m away. [SEP]
(0:01) Risk of physical damage! Now the storehouse is only .3m away. [SEP]
(0:02) Risk of physical damage! Now the storehouse is in the drone's flight path at a distance of 3m. There's another storehouse only .5m away. [SEP]","(0:00) The drone is facing the risk of physical damage. It's flying too close to storehouse 1 at a distance of 0.5m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.3m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 3.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 3.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a storehouse 2 in the drone's flight path at a distance of 6.0m. (0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 3.0m.",,"{""time_stamp"": ""0:00"", ""name"": ""storehouse 1"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.3} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""storehouse 2"", ""Distance"": 6.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0}","{""time_stamp"": ""0:00"", ""name"": ""storehouse 1"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.3} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""storehouse 2"", ""Distance"": 6.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0}"
17,https://drive.google.com/file/d/1JucUp-nqton6rayq3LwfuAo_iWLrIvnH/view?usp=sharing,"(0:00) Risk of physical damage! There's a storehouse in 3m in the drone's path. [SEP]
(0:01) Risk of physical damage! The drone is flying 1m from the storehouse. There's also a stack of crates in the drone's path in 7m.  [SEP]
(0:02) Risk of physical damage! The stack of crates in the drone's path is only 3m away. [SEP]
(0:03) Risk of physical damage! The drone is flying .5m from the stack of crates. [SEP]","(0:00) The drone is facing the risk of physical damage. It's flying too close to storagehouse on stilts at a distance of 3.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 3.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a storagehouse on stilts in the drone's flight path at a distance of 3.0m. (0:01) The drone is facing the risk of physical damage. There is a stack of crates in the drone's flight path at a distance of 7.0m. (0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 3.0m.",,"{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 3.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.5}{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 3.0} {""time_stamp"": ""0:01"", ""name"": ""stack of crates"", ""Distance"": 7.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0}","{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 3.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.5}{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 3.0} {""time_stamp"": ""0:01"", ""name"": ""stack of crates"", ""Distance"": 7.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0}"
24,https://drive.google.com/file/d/1QXHTflGsH_mq4JzUm28rhphsUr_xIaJU/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 11m. [SEP]
(0:00) Risk of physical damage! There's a wall in the drone's flight path at a distance of 5m. There's also a storehouse only 2m away. [SEP]
(0:01) Risk of physical damage! Now the storehouse is only 1m away. [SEP]
(0:02) Risk of physical damage! There's another storehouse in the drone's flight path at a distance of 8m. The wall is now only 2m away. [SEP]
(0:04) Risk of physical damage! Now the storehouse is in the drone's flight path at a distance of 1m. [SEP]","The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. It's flying too close to storagehouse on stilts at a distance of 2.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 2.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a wall in the drone's flight path at a distance of 5.0m. (0:02) The drone is facing the risk of physical damage. There is a storagehause in the drone's flight path at a distance of 8.0m. (0:04) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m.","{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""wall"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""storagehause"", ""Distance"": 8.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""wall"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""storagehause"", ""Distance"": 8.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}"
39,https://drive.google.com/file/d/1cO8ncMn2NKNyRtOWg3R9eMvgkI-wzjBL/view?usp=sharing,"Risk of physical damage! The drone has low battery and is flying 3m high. [SEP]
(0:00) Risk of physical damage! In 5m there's a storehouse in the drone's path. [SEP]
(0:02) Risk of physical damage! The storehouse in the drone's path is 2m away now. [SEP]
(0:03) Risk of physical damage! The drone is flying toward another storehouse in its path in 5m. It's also flying 1m from another storehouse. [SEP]","(0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 2.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a storehouse 1 in the drone's flight path at a distance of 5.0m. (0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 2.0m. (0:03) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 5.0m.",,"{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""storehouse 1"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 5.0}","{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""storehouse 1"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 5.0}"
4,https://drive.google.com/file/d/1nzOIhI4fdvnNLj_LXHAnT-6pcOYKB_Wh/view?usp=sharing,"Risk of physical damage and lost connection! The drone has low battery. It’s flying in strong wind at an altitude of 13m. The drone is 4490m away from the remote control. [SEP]
(0:01) Risk of physical damage! There's a storehouse in the drone's flight path at a distance of 2m. [SEP]
(0:02) Risk of physical damage! Now the storehouse is in the drone's flight path at a distance of 1m. [SEP]
(0:03) Risk of physical damage! Now the storehouse is only 1m away. [SEP]
(0:05) Risk of physical damage! Now the storehouse is only 2m away. [SEP]
(0:08) Risk of physical damage! Now the storehouse is only 1.5m away. [SEP]","The drone has only 20% battery and is 4490m away from the remote control.The flying drone is runing out of battery with only 20% charge.The drone is flying in a strong wind of 18m/s with a low battery level at 20%.(0:01) The drone is facing the risk of physical damage. It's flying too close to storehouse at a distance of 2.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 2.0m, and the pilot is not experienced. (0:08) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.5m, and the pilot is not experienced.(0:01) The drone is facing the risk of physical damage. There is a storehouse in the drone's flight path at a distance of 2.0m. (0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m.","{""Distance_from_remote_control (m)"": 4490, ""Battery_level"": 20}{""Battery_level"": 20}{""Battery_level"": 20, ""WindSpeed (m/s)"": 18}","{""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:08"", ""name"": NaN, ""Distance"": 1.5}{""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0}","{""Distance_from_remote_control (m)"": 4490, ""Battery_level"": 20}{""Battery_level"": 20}{""Battery_level"": 20, ""WindSpeed (m/s)"": 18}{""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:08"", ""name"": NaN, ""Distance"": 1.5}{""time_stamp"": ""0:01"", ""name"": ""storehouse"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0}"
29,https://drive.google.com/file/d/1O8Lz_TXdzUShk6JBxGiYpB-bUclykcHG/view?usp=sharing,"(0:00) Risk of physical damage! There's a storehouse 5m away and in the flight path. The drone is also flying 2m from another storehouse. [SEP]
(0:01) Risk of physical damage! Now the storehouse is in the flight path and 1m away. [SEP]","(0:00) The drone is facing the risk of physical damage. It's flying too close to storehouse 1 at a distance of 2.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a storehouse 2 in the drone's flight path at a distance of 5.0m. (0:01) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m.",,"{""time_stamp"": ""0:00"", ""name"": ""storehouse 1"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""storehouse 2"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0}","{""time_stamp"": ""0:00"", ""name"": ""storehouse 1"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""storehouse 2"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0}"
42,https://drive.google.com/file/d/1bJiP9xyYP7AYRKuDPgsTHmDTitYYkjy_/view?usp=sharing,Risk of physical damage! The drone has an empty battery. It’s flying at an altitude of 90m. [SEP],The flying drone is runing out of battery with only 10% charge.The drone is flying so high at 90m height with a low battery level at 10%.,"{""Battery_level"": 10}{""Battery_level"": 10, ""Altitude (m)"": 90}",,"{""Battery_level"": 10}{""Battery_level"": 10, ""Altitude (m)"": 90}"
9,https://drive.google.com/file/d/1WzITmegD8ChvwwbQ7MlznW59Kf28Gl_B/view?usp=sharing,"Risk of physical damage and lost connection! The drone is flying backwards at a 3m altitude. It's also  4882m from the remote control and almost out of range. [SEP]
(0:00) Risk of physical damage! There's a fence in 5m in the drone's flight path. [SEP]
(0:01) Risk of physical damage! Now the fence in the flight path is .8m away. [SEP]","The drone has only 0% battery and is 4882m away from the remote control.The flying drone is runing out of battery with only 0% charge.(0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.8m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a fence in the drone's flight path at a distance of 5.0m. (0:01) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.8m.","{""Distance_from_remote_control (m)"": 4882, ""Battery_level"": 0}{""Battery_level"": 0}","{""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}{""time_stamp"": ""0:00"", ""name"": ""fence"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}","{""Distance_from_remote_control (m)"": 4882, ""Battery_level"": 0}{""Battery_level"": 0}{""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}{""time_stamp"": ""0:00"", ""name"": ""fence"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.8}"
40,https://drive.google.com/file/d/1M2BloNE7Gifyydo1oxqfiuUKRAQv5fWt/view?usp=sharing,Risk of physical damage! The drone has an empty battery. It’s flying at an altitude of 60m. [SEP],The flying drone is runing out of battery with only 10% charge.,"{""Battery_level"": 10}",,"{""Battery_level"": 10}"
25,https://drive.google.com/file/d/1QXHTflGsH_mq4JzUm28rhphsUr_xIaJU/view?usp=sharing,"Risk of physical damage! The frame is damaged and the battery is running low. The drone is at a 11m altitude. [SEP]
(0:00) Risk of physical damage! The drone is flying toward a wall 5m ahead, and near a storehouse 2m away. [SEP]
(0:01) Risk of physical damage! The storehouse near the drone is now 1m away. [SEP]
(0:02) Risk of physical damage! There's another storehouse in 8m in the path. The drone is also flying 2m from the wall. [SEP]
(0:04) Risk of physical damage! The storehouse in the drone's path is 1m away. [SEP]","The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. It's flying too close to storagehouse on stilts at a distance of 2.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 2.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a wall in the drone's flight path at a distance of 5.0m. (0:02) The drone is facing the risk of physical damage. There is a storagehause in the drone's flight path at a distance of 8.0m. (0:04) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m.","{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""wall"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""storagehause"", ""Distance"": 8.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""storagehouse on stilts"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""wall"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""storagehause"", ""Distance"": 8.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}"
33,https://drive.google.com/file/d/1nVa3ZufvSKodtQHJPncj_XMcu49QyW2W/view?usp=sharing,"Risk of physical damage! The drone's battery is low and the windspeed is high. It's flying at a 2m altitude. [SEP]
(0:04) Risk of physical damage! There's a yellow box in 1m and a storehouse in 2m in the flight path. [SEP]
(0:05) Risk of physical damage! Now the drone is flying near the yellow box which is .5m away. [SEP]","The drone is flying in a strong wind of 14m/s with a low battery level at 30%.(0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 2.0m, and the pilot is not experienced.(0:04) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m. (0:04) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 2.0m.","{""Battery_level"": 30, ""WindSpeed (m/s)"": 14}","{""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 2.0}{""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 2.0}","{""Battery_level"": 30, ""WindSpeed (m/s)"": 14}{""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 2.0}{""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 2.0}"
6,https://drive.google.com/file/d/120WgmUvB6cbtvTrWP41LO2Gh88LkjdEp/view?usp=sharing,Risk of physical damage! The drone is flying backwards. [SEP],,,,
1,https://drive.google.com/file/d/1P_AtLhEOrpPiDgMwGdgEsf_kNhb2bubP/view?usp=sharing,"Risk of physical damage! The battery is empty and the frame needs repairing. The drone is flying at a 12m altitude. [SEP]
(0:00) Risk of physical damage! In 5m there's a tube in the drone's path. [SEP]
(0:03) Risk of physical damage! The tube in the drone's path is now 1m away. [SEP]
(0:04) Risk of physical damage! There's a storehouse in 2m in the flight path. The drone is now flying near the tube at a 1m distance. [SEP]
(0:05) Risk of physical damage! The drone is flying .5m from the storehouse. [SEP]","The flying drone is runing out of battery with only 0% charge.The drone is flying with a damaged frame.(0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to storehouse at a distance of 2.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a tube in the drone's flight path at a distance of 5.0m. (0:03) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m. (0:04) The drone is facing the risk of physical damage. There is a storehouse in the drone's flight path at a distance of 2.0m.","{""Battery_level"": 0}{""Normal_frame"": false}","{""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": ""storehouse"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 0.5}{""time_stamp"": ""0:00"", ""name"": ""tube"", ""Distance"": 5.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": ""storehouse"", ""Distance"": 2.0}","{""Battery_level"": 0}{""Normal_frame"": false}{""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": ""storehouse"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 0.5}{""time_stamp"": ""0:00"", ""name"": ""tube"", ""Distance"": 5.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": ""storehouse"", ""Distance"": 2.0}"
