,link,summary,templates,related_status,related_timestep,source
36,https://drive.google.com/file/d/16cjIGqQW193Yg-eypz9enq7IooWTzqyP/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:00) Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m. [SEP] 
(0:03) Risk of physical damage! There's another tree only 1m away. [SEP] 
(0:04) Risk of physical damage! Now there's a mailbox in the drone's flight path at a distance of 5m. [SEP] 
(0:05) Risk of physical damage! Now the mailbox is only 1m away. [SEP]",The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 5.0m. (0:05) The drone is facing the risk of physical damage. There is a mailbox in the drone's flight path at a distance of 5.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 5.0} {""time_stamp"": ""0:05"", ""name"": ""mailbox"", ""Distance"": 5.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 5.0} {""time_stamp"": ""0:05"", ""name"": ""mailbox"", ""Distance"": 5.0}"
75,https://drive.google.com/file/d/1D0xlJnaCxL6IOeaJI6PTfWiSMwzfZ88n/view?usp=sharing,nan,,,,
183,https://drive.google.com/file/d/1IcYKhCimwzBnbH66m8o5t54eJMvWQF6P/view?usp=sharing,"Risk of physical damage! The drone's frame is damaged. [SEP]
(0:00) Risk of physical damage! There's a car in the flight path in 8m. [SEP]
(0:08) Risk of physical damage! The drone is flying 2m from a tree. [SEP]
(0:10) Risk of physical damage! The drone is approaching a building 8m away in its path. [SEP]
(0:15) Risk of physical damage! Now the drone is flying 1m from the building. [SEP]",The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 8.0m. (0:10) The drone is facing the risk of physical damage. There is a building in the drone's flight path at a distance of 8.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""car"", ""Distance"": 8.0} {""time_stamp"": ""0:10"", ""name"": ""building"", ""Distance"": 8.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""car"", ""Distance"": 8.0} {""time_stamp"": ""0:10"", ""name"": ""building"", ""Distance"": 8.0}"
168,https://drive.google.com/file/d/1esPCwZgRH1oFridpon661TaGj7l7TWTH/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:01) Risk of physical damage! There's a wooden box in the drone's flight path at a distance of 5m. [SEP]
(0:04) Risk of physical damage! Now the wooden box is only 1.5m away. [SEP]",The drone is flying with a damaged frame.(0:01) The drone is facing the risk of physical damage. There is a woody box 1 in the drone's flight path at a distance of 5.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:01"", ""name"": ""woody box 1"", ""Distance"": 5.0}","{""Normal_frame"": false}{""time_stamp"": ""0:01"", ""name"": ""woody box 1"", ""Distance"": 5.0}"
45,https://drive.google.com/file/d/1TCfGtQqyn2CSXyJYqdOLpqTCTL8IonFk/view?usp=sharing,(0:04) Risk of physical damage! The stairs up ahead are 5m from the drone and in its path. [SEP],(0:04) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 5.0m.,,"{""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 5.0}","{""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 5.0}"
24,https://drive.google.com/file/d/10xl79wa-YxtINCvzEq9DBCO1AzOcJQsn/view?usp=sharing,"Risk of physical damage! The drone has an empty battery. It’s flying at an altitude of 1m. [SEP]
(0:00) Risk of physical damage! There's a ruin in the drone's flight path at a distance of 5m. [SEP]
(0:01) Risk of physical damage! Now the ruin is only 1m away. [SEP]
(0:04) Risk of physical damage! There's another ruin in the drone's flight path at a distance of 1m. [SEP]
(0:05) Risk of physical damage! Now the ruin is only .8m away. There's another ruin in the drone's flight path at a distance of 3m. [SEP]
(0:06) Risk of physical damage! Now the ruin is only 1m away. [SEP]","The flying drone is runing out of battery with only 10% charge.(0:01) The drone is facing the risk of physical damage. It's flying too close to ruin 2 at a distance of 1.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to fence at a distance of 3.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to ruin 2 at a distance of 1.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to ruin 2 at a distance of 0.8m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to ruin 3 at a distance of 3.0m, and the pilot is not experienced. (0:06) The drone is facing the risk of physical damage. It's flying too close to ruin 3 at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a ruin 1 in the drone's flight path at a distance of 5.0m. (0:01) The drone is facing the risk of physical damage. There is a drone in the drone's flight path at a distance of 10.0m. (0:04) The drone is facing the risk of physical damage. There is a ruin 2 in the drone's flight path at a distance of 1.0m. (0:05) The drone is facing the risk of physical damage. There is a ruin 3 in the drone's flight path at a distance of 3.0m.","{""Battery_level"": 10}","{""time_stamp"": ""0:01"", ""name"": ""ruin 2"", ""Distance"": 1.0} {""time_stamp"": ""0:01"", ""name"": ""fence"", ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": ""ruin 2"", ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": ""ruin 2"", ""Distance"": 0.8} {""time_stamp"": ""0:05"", ""name"": ""ruin 3"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""ruin 3"", ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""ruin 1"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 10.0} {""time_stamp"": ""0:04"", ""name"": ""ruin 2"", ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": ""ruin 3"", ""Distance"": 3.0}","{""Battery_level"": 10}{""time_stamp"": ""0:01"", ""name"": ""ruin 2"", ""Distance"": 1.0} {""time_stamp"": ""0:01"", ""name"": ""fence"", ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": ""ruin 2"", ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": ""ruin 2"", ""Distance"": 0.8} {""time_stamp"": ""0:05"", ""name"": ""ruin 3"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""ruin 3"", ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""ruin 1"", ""Distance"": 5.0} {""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 10.0} {""time_stamp"": ""0:04"", ""name"": ""ruin 2"", ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": ""ruin 3"", ""Distance"": 3.0}"
53,https://drive.google.com/file/d/1lJvuq0ozj3R4ClhqP5eMPaDbABBY6bET/view?usp=sharing,"Risk of physical damage! The drone's frame is in need of repair and the battery is low. It's flying at a 50m altitude in strong winds. [SEP]
(0:0) Risk of physical damage! The drone is flying 1m from a building. [SEP]","The flying drone is runing out of battery with only 20% charge.The drone is flying with a damaged frame.The drone is flying in a strong wind of 15m/s with a low battery level at 20%.(0:02) The drone is facing the risk of physical damage. It's flying too close to tall building at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a tall building in the drone's flight path at a distance of 10.0m.","{""Battery_level"": 20}{""Normal_frame"": false}{""Battery_level"": 20, ""WindSpeed (m/s)"": 15}","{""time_stamp"": ""0:02"", ""name"": ""tall building"", ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""tall building"", ""Distance"": 10.0}","{""Battery_level"": 20}{""Normal_frame"": false}{""Battery_level"": 20, ""WindSpeed (m/s)"": 15}{""time_stamp"": ""0:02"", ""name"": ""tall building"", ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""tall building"", ""Distance"": 10.0}"
148,https://drive.google.com/file/d/1VMUM285FNpOAPH7MGOC7-uHMKChh96x8/view?usp=sharing,"(0:02) Risk of physical damage! There's a wall only 1.5m away. [SEP]
(0:03) Risk of physical damage! There's a ceiling only 1m away. [SEP]
(0:06) Risk of physical damage! There's a tree only 1.5m away. [SEP]",,,,
184,https://drive.google.com/file/d/1jbD1EUHoELfuvZrbk1olCvqS2u6XdKHM/view?usp=sharing,Risk of physical damage! The drone has a damaged frame. [SEP],The drone is flying with a damaged frame.,"{""Normal_frame"": false}",,"{""Normal_frame"": false}"
42,https://drive.google.com/file/d/1QJQJfCYFV91-mTfgQJLZpmgykjn4zyQ0/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and an empty battery. It’s flying at an altitude of 1m. [SEP]
(0:00) Risk of physical damage! There's a tree only 2m away. [SEP]
(0:03) Risk of physical damage! Now there's a wall in the drone's flight path at a distance of 8m. [SEP]
(0:04) Risk of physical damage! Now the wall is only 2m away. [SEP]",The flying drone is runing out of battery with only 10% charge.The drone is flying with a damaged frame.(0:03) The drone is facing the risk of physical damage. There is a wall in the drone's flight path at a distance of 8.0m.,"{""Battery_level"": 10}{""Normal_frame"": false}","{""time_stamp"": ""0:03"", ""name"": ""wall"", ""Distance"": 8.0}","{""Battery_level"": 10}{""Normal_frame"": false}{""time_stamp"": ""0:03"", ""name"": ""wall"", ""Distance"": 8.0}"
130,https://drive.google.com/file/d/1KhSjfAk58lY_NdAcofqkAKiwUIR9xGJ_/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:00) Risk of physical damage! There's a ceiling only 1.5m away. [SEP]
(0:01) Risk of physical damage! There's are shrubs only 1.5m away. [SEP]
(0:05) Risk of physical damage! There's a tree only 2m away. [SEP]
(0:07) Risk of physical damage! There's a person in the drone's flight path at a distance of 5m. There's also a pavilion in the drone's flight path at a distance of 8m. [SEP]
(0:11) Risk of physical damage! There's a tree only 2m away. [SEP]
(0:15) Risk of physical damage! Now the tree is only 1.5m away. [SEP]",The drone is flying with a damaged frame.(0:07) The drone is facing the risk of physical damage. There is a person sitting on chair in the drone's flight path at a distance of 5.0m. (0:07) The drone is facing the risk of physical damage. There is a pavilion in the drone's flight path at a distance of 8.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:07"", ""name"": ""person sitting on chair"", ""Distance"": 5.0} {""time_stamp"": ""0:07"", ""name"": ""pavilion"", ""Distance"": 8.0}","{""Normal_frame"": false}{""time_stamp"": ""0:07"", ""name"": ""person sitting on chair"", ""Distance"": 5.0} {""time_stamp"": ""0:07"", ""name"": ""pavilion"", ""Distance"": 8.0}"
27,https://drive.google.com/file/d/1rWH0mrfYUS7I1xAsZFFsfOohiFX_vH5a/view?usp=sharing,"(0:01) Risk of physical damage! The drone is flying toward a bench in its path only 2m away. [SEP]
(0:05) Risk of physical damage! There are stairs are .5m away and  in the flight path. [SEP]",(0:01) The drone is facing the risk of physical damage. There is a bench in the drone's flight path at a distance of 2.0m. (0:05) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 0.5m.,,"{""time_stamp"": ""0:01"", ""name"": ""bench"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""stair"", ""Distance"": 0.5}","{""time_stamp"": ""0:01"", ""name"": ""bench"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""stair"", ""Distance"": 0.5}"
28,https://drive.google.com/file/d/1CRJX8RxGZk-UqO8Wph0ue44KTLWpXg_4/view?usp=sharing,"Risk of physical damage! The drone has an empty battery. It’s flying at an altitude of 2m. [SEP]
(0:01) Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m. [SEP]
(0:02) Risk of physical damage! There's another tree only .5m away, and a dustbin only 1m away. [SEP]",The flying drone is runing out of battery with only 0% charge.(0:01) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 5.0m.,"{""Battery_level"": 0}","{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 5.0}","{""Battery_level"": 0}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 5.0}"
129,https://drive.google.com/file/d/13leuhtbAgpGOkHClrhNqoQjYExlprq3U/view?usp=sharing,"Risk of physical damage! The drone is flying 5m high with low battery. [SEP]
(0:04) Risk of physical damage! A building in 3m is in the drone's path. [SEP]
(0:06) Risk of physical damage! Now there are stairs in 3m in the drone's path. [SEP]
(0:08) Risk of physical damage! The stairs are now .5m from the drone. [SEP]
(0:09) Risk of physical damage! The drone is flying 2m near to a pillar. [SEP]",The flying drone is runing out of battery with only 20% charge.(0:04) The drone is facing the risk of physical damage. There is a building in the drone's flight path at a distance of 3.0m. (0:06) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 3.0m.,"{""Battery_level"": 20}","{""time_stamp"": ""0:04"", ""name"": ""building"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""stair"", ""Distance"": 3.0}","{""Battery_level"": 20}{""time_stamp"": ""0:04"", ""name"": ""building"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""stair"", ""Distance"": 3.0}"
86,https://drive.google.com/file/d/1n5TZxFUFhjPVaAvJygDkgROmLfR72H15/view?usp=sharing,"(0:02) Risk of physical damage! There's a tree in the drone's flight path at a distance of 8m. [SEP]
(0:08) Risk of physical damage! There's another tree in the drone's flight path at a distance of 5m. [SEP]","(0:03) The drone is facing the risk of physical damage. It's flying too close to tree 1 at a distance of 3.0m, and the pilot is not experienced.(0:02) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 8.0m. (0:08) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 5.0m.",,"{""time_stamp"": ""0:03"", ""name"": ""tree 1"", ""Distance"": 3.0}{""time_stamp"": ""0:02"", ""name"": ""tree 1"", ""Distance"": 8.0} {""time_stamp"": ""0:08"", ""name"": ""tree 2"", ""Distance"": 5.0}","{""time_stamp"": ""0:03"", ""name"": ""tree 1"", ""Distance"": 3.0}{""time_stamp"": ""0:02"", ""name"": ""tree 1"", ""Distance"": 8.0} {""time_stamp"": ""0:08"", ""name"": ""tree 2"", ""Distance"": 5.0}"
179,https://drive.google.com/file/d/1aSb-I-GUOJQEcmP0vUrJavA8pSLTxaE4/view?usp=sharing,"Risk of physical damage! The drone is flying with a damaged frame. [SEP]
(0:14) Risk of physical damage! There's a building in the flight path in 3m. [SEP]",The drone is flying with a damaged frame.(0:14) The drone is facing the risk of physical damage. There is a building in the drone's flight path at a distance of 3.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:14"", ""name"": ""building"", ""Distance"": 3.0}","{""Normal_frame"": false}{""time_stamp"": ""0:14"", ""name"": ""building"", ""Distance"": 3.0}"
124,https://drive.google.com/file/d/10gSj3_4taQ3ZRAUldoevViKsHkYG0q7k/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and low battery. It’s flying at an altitude of 5m. [SEP]
(0:00) Risk of physical damage! There's a parapet in the drone's flight path at a distance of 7m. [SEP]
(0:06) Risk of physical damage! Now there are stairs in the drone's flight path at a distance of 4m. [SEP]",The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. There is a planted parapet in the drone's flight path at a distance of 7.0m. (0:06) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 4.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""planted parapet"", ""Distance"": 7.0} {""time_stamp"": ""0:06"", ""name"": ""stair"", ""Distance"": 4.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""planted parapet"", ""Distance"": 7.0} {""time_stamp"": ""0:06"", ""name"": ""stair"", ""Distance"": 4.0}"
156,https://drive.google.com/file/d/1ZlBRxq2IBGxgQyCitDPyn_AFjVJiHj4j/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and low battery. It’s flying at an altitude of 2m. [SEP]
(0:06) Risk of physical damage! There's a tree in the drone's flight path at a distance of 8m. [SEP]
(0:07) Risk of physical damage! Now the tree is only 1.5m away. [SEP]
(0:09) Risk of physical damage! There's another tree only 1m away. [SEP]",The drone is flying with a damaged frame.(0:06) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 8.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:06"", ""name"": ""tree 2"", ""Distance"": 8.0}","{""Normal_frame"": false}{""time_stamp"": ""0:06"", ""name"": ""tree 2"", ""Distance"": 8.0}"
