,link,summary,templates,related_status,related_timestep,source
34,https://drive.google.com/file/d/1MydUez1Hc9GkvcN7OYS1hIhLutj97PKc/view?usp=sharing,"(0:00) Risk of physical damage! There's a ruin in the drone's flight path at a distance of 1m. [SEP]
(0:02) Risk of physical damage! There's an open door in the drone's flight path at a distance of 1m. [SEP]
(0:04) Risk of physical damage! There's a ruin fence in the drone's flight path at a distance of .5m. [SEP]
(0:05) Risk of physical damage! Now the ruin fence is only .2m away. [SEP]
(0:07) Risk of physical damage! There's another ruin in the drone's flight path at a distance of 5m. [SEP]
(0:08) Risk of physical damage! Now the ruin is in the drone's flight path at a distance of 1.5m. [SEP]
(0:09) Risk of physical damage! Now the ruin is in the drone's flight path at a distance of .5m. [SEP]",(0:00) The drone is facing the risk of physical damage. There is a ruin 1 in the drone's flight path at a distance of 1.0m. (0:02) The drone is facing the risk of physical damage. There is a open door in the drone's flight path at a distance of 1.0m. (0:04) The drone is facing the risk of physical damage. There is a ruin fence in the drone's flight path at a distance of 0.5m. (0:07) The drone is facing the risk of physical damage. There is a ruin 2 in the drone's flight path at a distance of 5.0m. (0:08) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.5m. (0:09) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.5m.,,"{""time_stamp"": ""0:00"", ""name"": ""ruin 1"", ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": ""open door"", ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": ""ruin fence"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""ruin 2"", ""Distance"": 5.0} {""time_stamp"": ""0:08"", ""name"": NaN, ""Distance"": 1.5} {""time_stamp"": ""0:09"", ""name"": NaN, ""Distance"": 0.5}","{""time_stamp"": ""0:00"", ""name"": ""ruin 1"", ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": ""open door"", ""Distance"": 1.0} {""time_stamp"": ""0:04"", ""name"": ""ruin fence"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""ruin 2"", ""Distance"": 5.0} {""time_stamp"": ""0:08"", ""name"": NaN, ""Distance"": 1.5} {""time_stamp"": ""0:09"", ""name"": NaN, ""Distance"": 0.5}"
31,https://drive.google.com/file/d/1TQnzb5liB3cuIKCoIg5VTtmPeseoZxGZ/view?usp=sharing,"Risk of physical damage! The drone is flying indoors. [SEP]
(0:00) Risk of physical damage! The drone is flying next to bookshelves which are .5m away. [SEP]
(0:01) Risk of physical damage! The drone is approaching a open window in its path in 3m. It's also flying near a desk which is 2.5m away. [SEP]
(0:03) Risk of physical damage! In 2m there is an open door in the flight path. [SEP]","(0:00) The drone is facing the risk of physical damage. It's flying too close to  bookshelves at a distance of 0.5m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to desk  at a distance of 2.5m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to open window at a distance of 3.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to building open door at a distance of 2.0m, and the pilot is not experienced.(0:01) The drone is facing the risk of physical damage. There is a open window in the drone's flight path at a distance of 3.0m. (0:02) The drone is facing the risk of physical damage. There is a building in the drone's flight path at a distance of 10.0m. (0:03) The drone is facing the risk of physical damage. There is a building open door in the drone's flight path at a distance of 2.0m.",,"{""time_stamp"": ""0:00"", ""name"": "" bookshelves"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": ""desk "", ""Distance"": 2.5} {""time_stamp"": ""0:01"", ""name"": ""open window"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": ""building open door"", ""Distance"": 2.0}{""time_stamp"": ""0:01"", ""name"": ""open window"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""building"", ""Distance"": 10.0} {""time_stamp"": ""0:03"", ""name"": ""building open door"", ""Distance"": 2.0}","{""time_stamp"": ""0:00"", ""name"": "" bookshelves"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": ""desk "", ""Distance"": 2.5} {""time_stamp"": ""0:01"", ""name"": ""open window"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": ""building open door"", ""Distance"": 2.0}{""time_stamp"": ""0:01"", ""name"": ""open window"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""building"", ""Distance"": 10.0} {""time_stamp"": ""0:03"", ""name"": ""building open door"", ""Distance"": 2.0}"
23,https://drive.google.com/file/d/1yDTyC1UUOLN9OFXQzRkUc5IGcMINnsDR/view?usp=sharing,"Risk of physical damage and internal damage! The drone's battery is low and its frame is in need of repair. It's also flying 1m high and backwards. The drone isn't waterproof and the weather is overcast. [SEP]
(0:00) Risk of physical and human damage! In .5m there's a bearded man with a cap in the drone's path. [SEP]
(0:05) Risk of physical damage! Now the drone is flying toward a moving person making a drink 2m away. It's also flying 1m near to a shelf with glasses. [SEP]
(0:06) Risk of physical and human damage! Another moving person making a drink in .5m in the flight path. [SEP]
(0:07) Risk of physical and human damage! Now a person's arm is 3m away and in the drone's path. [SEP]
(0:08) Risk of physical damage! The drone is flying toward a man with glasses 3m ahead, and also a wall with graffiti in its flight path 4m ahead. [SEP]
(0:09) Risk of physical damage! There's a man playing a game in 4m in the flight path. [SEP]","The drone is flying with a damaged frame.The drone is facing a risk of internal damage as it's flying in gloomy weather and not waterproof.(0:00) The drone is risking physical damage. It's flying too close to the moving ginger bearded man with cap at a distance of 0.5m. (0:05) The drone is risking physical damage. It's flying too close to the moving person with cap making a drink at a distance of 2.0m. (0:06) The drone is risking physical damage. It's flying too close to the moving person with cap making a drink at a distance of 0.5m. (0:07) The drone is risking physical damage. It's flying too close to the moving person's arm at a distance of 0.3m. (0:08) The drone is risking physical damage. It's flying too close to the moving man with glasses at a distance of 3.0m.(0:00) The drone is facing the risk of physical damage. There is a ginger bearded man with cap in the drone's flight path at a distance of 0.5m. (0:05) The drone is facing the risk of physical damage. There is a person with cap making a drink in the drone's flight path at a distance of 2.0m. (0:06) The drone is facing the risk of physical damage. There is a person with cap making a drink in the drone's flight path at a distance of 0.5m. (0:07) The drone is facing the risk of physical damage. There is a person's arm in the drone's flight path at a distance of 0.3m. (0:08) The drone is facing the risk of physical damage. There is a wall with graffiti in the drone's flight path at a distance of 4.0m. (0:08) The drone is facing the risk of physical damage. There is a man with glasses in the drone's flight path at a distance of 3.0m. (0:09) The drone is facing the risk of physical damage. There is a woman playing game in the drone's flight path at a distance of 4.0m.(0:00) The drone is flying very close to a human at a distance of 0.5m, and might cause human injury. (0:06) The drone is flying very close to a human at a distance of 0.5m, and might cause human injury. (0:07) The drone is flying very close to a human at a distance of 0.3m, and might cause human injury.","{""Normal_frame"": false}{""waterproof drone?"": false, ""weather"": ""gloomy""}","{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""wall with graffiti"", ""Distance"": 4.0} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0} {""time_stamp"": ""0:09"", ""name"": ""woman playing game"", ""Distance"": 4.0}{""time_stamp"": ""0:00"", ""Distance"": 0.5} {""time_stamp"": ""0:06"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""Distance"": 0.3}","{""Normal_frame"": false}{""waterproof drone?"": false, ""weather"": ""gloomy""}{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""wall with graffiti"", ""Distance"": 4.0} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0} {""time_stamp"": ""0:09"", ""name"": ""woman playing game"", ""Distance"": 4.0}{""time_stamp"": ""0:00"", ""Distance"": 0.5} {""time_stamp"": ""0:06"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""Distance"": 0.3}"
37,https://drive.google.com/file/d/14PxgWWAXtlhHsdr555ku2j3R_bGvFDOa/view?usp=sharing,"Risk of physical damage! The drone's needs to be repaired and its battery is empty. It's flying at a 1m altitude. [SEP]
(0:01) Risk of physical damage! The drone is flying 1m next to a container ship. [SEP]","The flying drone is runing out of battery with only 0% charge.The drone is flying with a damaged frame.(0:01) The drone is facing the risk of physical damage. It's flying too close to container ship at a distance of 1.0m, and the pilot is not experienced.","{""Battery_level"": 0}{""Normal_frame"": false}","{""time_stamp"": ""0:01"", ""name"": ""container ship"", ""Distance"": 1.0}","{""Battery_level"": 0}{""Normal_frame"": false}{""time_stamp"": ""0:01"", ""name"": ""container ship"", ""Distance"": 1.0}"
46,https://drive.google.com/file/d/1DRo4g_cL3xDLgmT7rQLIJYGwBIYAGIiR/view?usp=sharing,"(0:01) Risk of physical damage! There's a bridge only 1m away. [SEP]
(0:04) Risk of physical damage! Now the bridge is only .5m away. [SEP]
(0:07) Risk of physical damage! There's a buoy on thee water the drone's flight path at a distance of 8m. [SEP]
(0:08) Risk of physical damage! Now the buoy is only 3m away. [SEP]",(0:07) The drone is facing the risk of physical damage. There is a buoy on water in the drone's flight path at a distance of 8.0m.,,"{""time_stamp"": ""0:07"", ""name"": ""buoy on water"", ""Distance"": 8.0}","{""time_stamp"": ""0:07"", ""name"": ""buoy on water"", ""Distance"": 8.0}"
56,https://drive.google.com/file/d/1Px6ecrG1D5dCOniXyejd7GRuUiava480/view?usp=sharing,"(0:04) Risk of physical damage! There's are rocks in the drone's flight path at a distance of 2m. [SEP]
(0:07) Risk of physical damage! There's low ground only 1m away. [SEP]","(0:04) The drone is facing the risk of physical damage. It's flying too close to rocks at a distance of 2.0m, and the pilot is not experienced. (0:07) The drone is facing the risk of physical damage. It's flying too close to low ground at a distance of 1.0m, and the pilot is not experienced.(0:04) The drone is facing the risk of physical damage. There is a rocks in the drone's flight path at a distance of 2.0m.",,"{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""low ground"", ""Distance"": 1.0}{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0}","{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""low ground"", ""Distance"": 1.0}{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0}"
72,https://drive.google.com/file/d/1cyc_AlAto7FiPmajSzdNw4AgErKrgSje/view?usp=sharing,"Risk of internal damage! The weather is overcast and the drone is not waterproof. [SEP]
(0:00) Risk of physical damage! There's a tree in the drone's flight path at a distance of 3m. [SEP]
(0:02) Risk of physical damage! Now there's another tree in the drone's flight path at a distance of 5m. [SEP]
(0:04) Risk of physical damage! There's another tree in the drone's flight path at a distance of 5m. [SEP]
(0:07) Risk of physical damage! There's another tree only 2m away. [SEP]","The drone is facing a risk of internal damage as it's flying in gloomy weather and not waterproof.(0:01) The drone is facing the risk of physical damage. It's flying too close to tree 1 at a distance of 3.0m, and the pilot is not experienced. (0:07) The drone is facing the risk of physical damage. It's flying too close to tree 5 at a distance of 2.0m, and the pilot is not experienced.(0:01) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 3.0m. (0:02) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 5.0m. (0:04) The drone is facing the risk of physical damage. There is a tree 4 in the drone's flight path at a distance of 5.0m.","{""waterproof drone?"": false, ""weather"": ""gloomy""}","{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""tree 5"", ""Distance"": 2.0}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""tree 2"", ""Distance"": 5.0} {""time_stamp"": ""0:04"", ""name"": ""tree 4"", ""Distance"": 5.0}","{""waterproof drone?"": false, ""weather"": ""gloomy""}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""tree 5"", ""Distance"": 2.0}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""tree 2"", ""Distance"": 5.0} {""time_stamp"": ""0:04"", ""name"": ""tree 4"", ""Distance"": 5.0}"
47,https://drive.google.com/file/d/1DRo4g_cL3xDLgmT7rQLIJYGwBIYAGIiR/view?usp=sharing,"(0:01) Risk of physical damage! The drone is flying 1m from a bridge. [SEP]
(0:04) Risk of physical damage! Now the bridge is only .5m away. [SEP]
(0:07) Risk of physical damage! There's a buoy on the water in 8m in the drone's path. [SEP]
(0:08) Risk of physical damage! Now the drone is flying 2m from the buoy. [SEP]",(0:07) The drone is facing the risk of physical damage. There is a buoy on water in the drone's flight path at a distance of 8.0m.,,"{""time_stamp"": ""0:07"", ""name"": ""buoy on water"", ""Distance"": 8.0}","{""time_stamp"": ""0:07"", ""name"": ""buoy on water"", ""Distance"": 8.0}"
66,https://drive.google.com/file/d/1p2ETrKpWleoiXgUWSzVxu51HQS0jeh8I/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and empty battery. It’s flying at an altitude of 300m. [SEP]
(0:00) Risk of physical damage! There's a hot air balloon in the drone's flight path at a distance of 5m. [SEP]",The flying drone is runing out of battery with only 0% charge.The drone is flying with a damaged frame.The drone is flying so high at 300.0m height with a low battery level at 0%.(0:00) The drone is facing the risk of physical damage. There is a hot air balloon 1 in the drone's flight path at a distance of 5.0m.,"{""Battery_level"": 0}{""Normal_frame"": false}{""Battery_level"": 0, ""Altitude (m)"": 300.0}","{""time_stamp"": ""0:00"", ""name"": ""hot air balloon 1"", ""Distance"": 5.0}","{""Battery_level"": 0}{""Normal_frame"": false}{""Battery_level"": 0, ""Altitude (m)"": 300.0}{""time_stamp"": ""0:00"", ""name"": ""hot air balloon 1"", ""Distance"": 5.0}"
13,https://drive.google.com/file/d/1tIS5UEh-10N-nFTEjXnzuKzmTHQybmnP/view?usp=sharing,"Risk of physical damage! The drone's battery is depleted. It's flying 1m high in low-visibility. [SEP]
(0:00) Risk of physical damage! The drone is flying close to a tube which is .5m away. [SEP]
(0:02) Risk of physical damage! In 5m there's a toy car in the drone's path. [SEP]
(0:03) Risk of physical damage! The toy car in the drone's path is moving and now 1m away. [SEP]
(0:05) Risk of physical damage! The moving toy car is now in the flight path at a 1.5m distance. [SEP]","The flying drone is runing out of battery with only 10% charge.(0:00) The drone might get physical damage. It's flying with a low visibility, and too close to tube at a distance of 0.5m. (0:00) The drone might get physical damage. It's flying with a low visibility, and too close to toy car at a distance of 3.0m. (0:03) The drone might get physical damage. It's flying with a low visibility, and too close to nan at a distance of 1.0m. (0:05) The drone might get physical damage. It's flying with a low visibility, and too close to nan at a distance of 1.5m. (0:06) The drone might get physical damage. It's flying with a low visibility, and too close to nan at a distance of 3.0m.(0:00) The drone is facing the risk of physical damage. It's flying too close to tube at a distance of 0.5m, and the pilot is not experienced. (0:00) The drone is facing the risk of physical damage. It's flying too close to toy car at a distance of 3.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.5m, and the pilot is not experienced. (0:06) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 3.0m, and the pilot is not experienced.(0:06) The drone is risking physical damage. It's flying too close to the moving nan at a distance of 3.0m.(0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 5.0m. (0:03) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m.","{""Battery_level"": 10}","{""time_stamp"": ""0:00"", ""name"": ""tube"", ""Distance"": 0.5} {""time_stamp"": ""0:00"", ""name"": ""toy car"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 1.5} {""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""tube"", ""Distance"": 0.5} {""time_stamp"": ""0:00"", ""name"": ""toy car"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 1.5} {""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 5.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0}","{""Battery_level"": 10}{""time_stamp"": ""0:00"", ""name"": ""tube"", ""Distance"": 0.5} {""time_stamp"": ""0:00"", ""name"": ""toy car"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 1.5} {""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""tube"", ""Distance"": 0.5} {""time_stamp"": ""0:00"", ""name"": ""toy car"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 1.5} {""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 5.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 1.0}"
69,https://drive.google.com/file/d/198tUrPytJs-VsQevyArBpw_5syoPRK0x/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:00) Risk of physical damage! The drone is flying near a rock .5m away. [SEP]
(0:02) Risk of physical damage! Now the drone is flying near a rooftop 1m away. [SEP]
(0:03) Risk of physical damage! There's a table 1.5m from the drone. [SEP]
(0:05) Risk of physical damage! Now the drone is flying near stairs 2m away. [SEP]
(0:06) Risk of physical damage! There are more stairs 1.5m away from the drone. [SEP]
(0:07) Risk of physical damage! Now the drone is flying near an open door 1m away. [SEP]
(0:08) Risk of physical damage! Now there's a fence near the drone, 1m away. [SEP]
(0:09) Risk of physical damage! The drone is now flying close to a yellow box 1m away. [SEP]",The drone is flying with a damaged frame.,"{""Normal_frame"": false}",,"{""Normal_frame"": false}"
22,https://drive.google.com/file/d/1yDTyC1UUOLN9OFXQzRkUc5IGcMINnsDR/view?usp=sharing,"Risk of physical damage and internal damage! The drone has a damaged frame and low battery. It's flying backwards at an altitude of 1m. The weather is overcast and the drone is not waterproof. [SEP]
(0:00) Risk of physical and human damage! There's a bearded man with cap in the drone's flight path at a distance of .5m. [SEP]
(0:05) Risk of physical damage! There's a moving person making a drink in the drone's flight path at a distance of 2m. There's also a shelf with glasses only 1m away. [SEP]
(0:06) Risk of physical and human damage! There's another moving person making a drink in the drone's flight path at a distance of .5m. [SEP]
(0:07) Risk of physical and human damage! Now there's a person's arm in the drone's flight path at a distance of .3m. [SEP]
(0:08) Risk of physical damage! There's a wall with graffiti in the drone's flight path at a distance of 4m. There's also a man with glasses in the drone's flight path at a distance of 3m. [SEP]
(0:09) Risk of physical damage! There's a man playing a game in the drone's flight path at a distance of 4m. [SEP]","The drone is flying with a damaged frame.The drone is facing a risk of internal damage as it's flying in gloomy weather and not waterproof.(0:00) The drone is risking physical damage. It's flying too close to the moving ginger bearded man with cap at a distance of 0.5m. (0:05) The drone is risking physical damage. It's flying too close to the moving person with cap making a drink at a distance of 2.0m. (0:06) The drone is risking physical damage. It's flying too close to the moving person with cap making a drink at a distance of 0.5m. (0:07) The drone is risking physical damage. It's flying too close to the moving person's arm at a distance of 0.3m. (0:08) The drone is risking physical damage. It's flying too close to the moving man with glasses at a distance of 3.0m.(0:00) The drone is facing the risk of physical damage. There is a ginger bearded man with cap in the drone's flight path at a distance of 0.5m. (0:05) The drone is facing the risk of physical damage. There is a person with cap making a drink in the drone's flight path at a distance of 2.0m. (0:06) The drone is facing the risk of physical damage. There is a person with cap making a drink in the drone's flight path at a distance of 0.5m. (0:07) The drone is facing the risk of physical damage. There is a person's arm in the drone's flight path at a distance of 0.3m. (0:08) The drone is facing the risk of physical damage. There is a wall with graffiti in the drone's flight path at a distance of 4.0m. (0:08) The drone is facing the risk of physical damage. There is a man with glasses in the drone's flight path at a distance of 3.0m. (0:09) The drone is facing the risk of physical damage. There is a woman playing game in the drone's flight path at a distance of 4.0m.(0:00) The drone is flying very close to a human at a distance of 0.5m, and might cause human injury. (0:06) The drone is flying very close to a human at a distance of 0.5m, and might cause human injury. (0:07) The drone is flying very close to a human at a distance of 0.3m, and might cause human injury.","{""Normal_frame"": false}{""waterproof drone?"": false, ""weather"": ""gloomy""}","{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""wall with graffiti"", ""Distance"": 4.0} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0} {""time_stamp"": ""0:09"", ""name"": ""woman playing game"", ""Distance"": 4.0}{""time_stamp"": ""0:00"", ""Distance"": 0.5} {""time_stamp"": ""0:06"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""Distance"": 0.3}","{""Normal_frame"": false}{""waterproof drone?"": false, ""weather"": ""gloomy""}{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""ginger bearded man with cap"", ""Distance"": 0.5} {""time_stamp"": ""0:05"", ""name"": ""person with cap making a drink"", ""Distance"": 2.0} {""time_stamp"": ""0:06"", ""name"": ""person with cap making a drink"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""name"": ""person's arm"", ""Distance"": 0.3} {""time_stamp"": ""0:08"", ""name"": ""wall with graffiti"", ""Distance"": 4.0} {""time_stamp"": ""0:08"", ""name"": ""man with glasses"", ""Distance"": 3.0} {""time_stamp"": ""0:09"", ""name"": ""woman playing game"", ""Distance"": 4.0}{""time_stamp"": ""0:00"", ""Distance"": 0.5} {""time_stamp"": ""0:06"", ""Distance"": 0.5} {""time_stamp"": ""0:07"", ""Distance"": 0.3}"
17,https://drive.google.com/file/d/1TA3d_xVrNcOL7cvWTYN8tK3VPxesMrXO/view?usp=sharing,"Risk of physical damage! The drone's frame is in need of repair and its battery low. It’s flying at an altitude of 20m. [SEP]
(0:00) Risk of physical damage! In .5m there are tree leaves in the drone's path. [SEP]
(0:01) Risk of physical damage! The leaves are still in the drone's path and .2m away. [SEP]
(0:03) Risk of physical damage! The leaves are still in the drone's path and .2m away. [SEP]
(0:07) Risk of physical damage! Now the drone is flying toward a tree trunk in its path 1.5m ahead. [SEP]
(0:09) Risk of physical damage! The tree trunk in the flight path is now .5m away. [SEP]",The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. There is a tree leaves in the drone's flight path at a distance of 0.5m. (0:01) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.2m. (0:03) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.2m. (0:07) The drone is facing the risk of physical damage. There is a tree trunk in the drone's flight path at a distance of 1.5m. (0:09) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.5m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""tree leaves"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:07"", ""name"": ""tree trunk"", ""Distance"": 1.5} {""time_stamp"": ""0:09"", ""name"": NaN, ""Distance"": 0.5}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""tree leaves"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:07"", ""name"": ""tree trunk"", ""Distance"": 1.5} {""time_stamp"": ""0:09"", ""name"": NaN, ""Distance"": 0.5}"
